BHK,Rent,Size,Floor,Area Type,City,Furnishing Status,Bathroom
1,7000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,1
2,7000,500,2 out of 4,Super Area,Delhi,Semi-Furnished,2
4,17401,650,4 out of 4,Super Area,Delhi,Furnished,2
1,5500,630,Ground out of 2,Super Area,Delhi,Furnished,1
1,20000,450,1 out of 3,Super Area,Delhi,Unfurnished,1
2,7000,500,1 out of 2,Super Area,Delhi,Semi-Furnished,1
5,190000,200,2 out of 2,Carpet Area,Delhi,Unfurnished,5
2,13000,95,1 out of 4,Super Area,Delhi,Semi-Furnished,1
4,60000,272,Ground out of 4,Carpet Area,Delhi,Furnished,3
2,17000,800,2 out of 4,Carpet Area,Delhi,Unfurnished,2
2,16000,50,2 out of 4,Super Area,Delhi,Unfurnished,2
1,9500,400,2 out of 4,Super Area,Delhi,Furnished,1
1,5000,450,Ground out of 3,Super Area,Delhi,Unfurnished,1
3,27000,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,29000,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,29000,2000,1 out of 4,Carpet Area,Delhi,Semi-Furnished,3
4,37000,2700,2 out of 3,Carpet Area,Delhi,Semi-Furnished,4
4,36000,2700,2 out of 3,Carpet Area,Delhi,Semi-Furnished,3
3,35000,1800,4 out of 4,Carpet Area,Delhi,Semi-Furnished,3
4,42000,2700,2 out of 4,Carpet Area,Delhi,Semi-Furnished,4
3,37000,1800,1 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,30000,1800,2 out of 3,Carpet Area,Delhi,Semi-Furnished,3
3,20000,1200,2 out of 3,Super Area,Delhi,Semi-Furnished,2
1,8500,600,1 out of 4,Carpet Area,Delhi,Semi-Furnished,1
1,11000,350,2 out of 5,Super Area,Delhi,Furnished,1
2,14000,100,2 out of 4,Super Area,Delhi,Semi-Furnished,2
3,55000,1800,1 out of 3,Carpet Area,Delhi,Unfurnished,3
2,25000,900,3 out of 4,Carpet Area,Delhi,Semi-Furnished,2
3,20500,1150,3 out of 4,Carpet Area,Delhi,Unfurnished,2
4,28000,1400,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,5000,500,Ground out of 4,Super Area,Delhi,Semi-Furnished,1
4,35000,300,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,30000,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
1,10000,500,3 out of 4,Carpet Area,Delhi,Unfurnished,1
1,11000,500,Ground out of 4,Super Area,Delhi,Unfurnished,1
2,17000,80,1 out of 4,Super Area,Delhi,Semi-Furnished,2
2,35000,1000,2 out of 4,Super Area,Delhi,Semi-Furnished,2
3,30000,1600,6 out of 10,Super Area,Delhi,Unfurnished,2
4,30000,1800,6 out of 8,Super Area,Delhi,Semi-Furnished,4
2,13000,400,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,13000,900,Ground out of 3,Super Area,Delhi,Semi-Furnished,2
1,11000,480,4 out of 5,Carpet Area,Delhi,Unfurnished,1
1,13000,180,2 out of 2,Carpet Area,Delhi,Unfurnished,1
2,33000,1000,1 out of 3,Carpet Area,Delhi,Unfurnished,2
3,25000,1120,2 out of 3,Super Area,Delhi,Unfurnished,2
3,70000,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,30000,1200,1 out of 3,Carpet Area,Delhi,Semi-Furnished,2
1,9000,550,1 out of 4,Super Area,Delhi,Semi-Furnished,1
2,14500,1400,3 out of 4,Super Area,Delhi,Unfurnished,1
3,50000,1600,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,20000,650,1 out of 4,Carpet Area,Delhi,Semi-Furnished,1
4,15000,120,Ground out of 2,Super Area,Delhi,Furnished,4
2,7500,450,1 out of 3,Carpet Area,Delhi,Unfurnished,1
1,13500,520,Ground out of 4,Super Area,Delhi,Furnished,1
1,14000,850,2 out of 4,Super Area,Delhi,Semi-Furnished,1
2,18000,850,1 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,14000,585,2 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,65000,1600,Ground out of 4,Carpet Area,Delhi,Furnished,2
2,22000,950,2 out of 5,Super Area,Delhi,Unfurnished,2
1,4000,120,1 out of 2,Super Area,Delhi,Unfurnished,1
2,10000,500,3 out of 3,Super Area,Delhi,Semi-Furnished,1
1,7500,200,2 out of 4,Carpet Area,Delhi,Unfurnished,1
1,17000,550,2 out of 4,Super Area,Delhi,Semi-Furnished,1
1,18000,650,2 out of 4,Carpet Area,Delhi,Semi-Furnished,1
4,70000,2800,6 out of 10,Carpet Area,Delhi,Unfurnished,4
1,10000,50,3 out of 4,Super Area,Delhi,Furnished,1
2,15000,550,4 out of 4,Carpet Area,Delhi,Unfurnished,1
2,16500,90,4 out of 5,Super Area,Delhi,Semi-Furnished,2
3,100000,2925,1 out of 4,Super Area,Delhi,Semi-Furnished,3
1,7500,150,4 out of 4,Carpet Area,Delhi,Furnished,1
2,6000,450,1 out of 3,Super Area,Delhi,Unfurnished,1
2,18000,750,4 out of 4,Carpet Area,Delhi,Unfurnished,2
2,18000,975,Ground out of 3,Super Area,Delhi,Semi-Furnished,1
3,8000,106,Ground out of 4,Super Area,Delhi,Semi-Furnished,1
2,14000,750,4 out of 6,Super Area,Delhi,Furnished,2
2,11000,80,2 out of 4,Super Area,Delhi,Semi-Furnished,2
3,25000,96,2 out of 5,Super Area,Delhi,Unfurnished,2
1,9000,500,1 out of 3,Super Area,Delhi,Unfurnished,1
3,47000,1550,Ground out of 3,Carpet Area,Delhi,Semi-Furnished,2
2,20000,1000,3 out of 3,Super Area,Delhi,Semi-Furnished,2
1,6000,400,2 out of 4,Super Area,Delhi,Unfurnished,1
1,5000,450,1 out of 4,Super Area,Delhi,Unfurnished,1
2,20000,1000,3 out of 4,Super Area,Delhi,Semi-Furnished,1
1,10000,450,2 out of 4,Super Area,Delhi,Unfurnished,1
3,15000,100,3 out of 4,Super Area,Delhi,Semi-Furnished,2
2,13500,550,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,5500,400,2 out of 3,Super Area,Delhi,Semi-Furnished,1
1,14000,60,1 out of 5,Super Area,Delhi,Furnished,1
4,18000,900,3 out of 5,Super Area,Delhi,Unfurnished,2
1,20000,700,1 out of 5,Super Area,Delhi,Semi-Furnished,1
2,9300,500,2 out of 4,Super Area,Delhi,Unfurnished,1
3,80000,2000,2 out of 4,Carpet Area,Delhi,Furnished,3
2,7500,400,2 out of 3,Carpet Area,Delhi,Semi-Furnished,1
3,30000,1500,1 out of 4,Carpet Area,Delhi,Unfurnished,2
2,13000,70,2 out of 4,Super Area,Delhi,Unfurnished,1
2,8500,60,2 out of 4,Super Area,Delhi,Unfurnished,2
3,44300,200,1 out of 4,Carpet Area,Delhi,Semi-Furnished,3
2,45000,1650,2 out of 4,Carpet Area,Delhi,Furnished,2
2,30000,1150,3 out of 3,Carpet Area,Delhi,Unfurnished,2
2,40000,1800,Ground out of 3,Carpet Area,Delhi,Furnished,2
4,530000,4000,3 out of 4,Carpet Area,Delhi,Semi-Furnished,5
2,12000,900,1 out of 2,Super Area,Delhi,Unfurnished,1
2,13500,700,1 out of 2,Super Area,Delhi,Unfurnished,1
2,30000,900,2 out of 4,Super Area,Delhi,Unfurnished,2
1,9500,400,2 out of 2,Super Area,Delhi,Semi-Furnished,1
4,200000,2700,Ground out of 3,Carpet Area,Delhi,Unfurnished,4
3,30000,2000,Ground out of 2,Super Area,Delhi,Unfurnished,3
2,9000,450,1 out of 3,Super Area,Delhi,Unfurnished,1
2,13000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,1
2,7000,500,1 out of 5,Super Area,Delhi,Semi-Furnished,1
1,18000,450,1 out of 4,Carpet Area,Delhi,Furnished,1
1,3500,350,1 out of 3,Super Area,Delhi,Unfurnished,1
4,65000,272,1 out of 4,Carpet Area,Delhi,Unfurnished,4
1,19000,545,2 out of 3,Super Area,Delhi,Furnished,1
2,23000,84,Ground out of 4,Super Area,Delhi,Semi-Furnished,2
1,12000,600,2 out of 4,Super Area,Delhi,Furnished,1
2,15000,75,3 out of 4,Super Area,Delhi,Unfurnished,2
3,38000,165,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
3,50000,1100,1 out of 4,Carpet Area,Delhi,Unfurnished,3
1,6500,500,3 out of 3,Super Area,Delhi,Unfurnished,1
3,35000,150,1 out of 3,Carpet Area,Delhi,Semi-Furnished,3
2,15000,70,2 out of 5,Super Area,Delhi,Semi-Furnished,2
3,30000,250,1 out of 2,Super Area,Delhi,Semi-Furnished,2
2,10000,70,1 out of 5,Super Area,Delhi,Unfurnished,2
1,18000,300,3 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,30000,1800,1 out of 4,Carpet Area,Delhi,Semi-Furnished,3
1,16000,400,3 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,22000,1250,2 out of 3,Super Area,Delhi,Semi-Furnished,2
2,9000,480,1 out of 4,Super Area,Delhi,Semi-Furnished,1
2,20200,84,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,19500,84,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,21000,600,3 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,20000,600,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,13000,720,2 out of 4,Super Area,Delhi,Semi-Furnished,2
2,6500,75,1 out of 1,Carpet Area,Delhi,Unfurnished,1
3,25000,1000,1 out of 4,Super Area,Delhi,Unfurnished,2
2,20000,900,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,33000,2200,1 out of 1,Carpet Area,Delhi,Semi-Furnished,2
3,18000,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,1
1,13000,550,3 out of 3,Carpet Area,Delhi,Semi-Furnished,1
2,10000,450,4 out of 5,Super Area,Delhi,Furnished,1
2,10000,470,2 out of 4,Super Area,Delhi,Furnished,2
3,23000,125,3 out of 4,Super Area,Delhi,Semi-Furnished,2
1,20000,400,3 out of 4,Carpet Area,Delhi,Furnished,1
4,150000,2600,2 out of 2,Carpet Area,Delhi,Semi-Furnished,4
3,25000,1500,5 out of 10,Carpet Area,Delhi,Semi-Furnished,3
2,21000,80,3 out of 4,Super Area,Delhi,Semi-Furnished,1
3,30000,1100,3 out of 3,Carpet Area,Delhi,Semi-Furnished,2
2,22000,1000,4 out of 5,Super Area,Delhi,Semi-Furnished,2
2,14000,800,3 out of 5,Super Area,Delhi,Unfurnished,2
2,7000,50,2 out of 5,Super Area,Delhi,Furnished,1
2,18500,1000,2 out of 5,Super Area,Delhi,Semi-Furnished,2
1,8500,550,2 out of 3,Carpet Area,Delhi,Unfurnished,1
1,8000,450,Ground out of 4,Carpet Area,Delhi,Unfurnished,1
2,10000,670,2 out of 4,Super Area,Delhi,Furnished,2
2,15000,700,1 out of 3,Super Area,Delhi,Semi-Furnished,1
3,37000,125,3 out of 4,Super Area,Delhi,Semi-Furnished,2
3,90000,1872,1 out of 5,Super Area,Delhi,Semi-Furnished,3
2,12000,650,2 out of 4,Carpet Area,Delhi,Unfurnished,1
2,13000,550,1 out of 4,Carpet Area,Delhi,Unfurnished,2
2,22000,84,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,4000,90,Ground out of 2,Super Area,Delhi,Unfurnished,2
2,12000,1000,1 out of 4,Super Area,Delhi,Unfurnished,2
1,9000,65,3 out of 4,Super Area,Delhi,Unfurnished,1
2,14000,75,2 out of 4,Super Area,Delhi,Unfurnished,1
1,15000,250,Ground out of 4,Carpet Area,Delhi,Furnished,1
2,12500,900,3 out of 4,Super Area,Delhi,Unfurnished,2
3,30000,900,3 out of 4,Carpet Area,Delhi,Semi-Furnished,3
2,9500,650,Ground out of 3,Super Area,Delhi,Unfurnished,2
2,15000,900,4 out of 5,Super Area,Delhi,Semi-Furnished,2
1,12000,800,3 out of 5,Super Area,Delhi,Semi-Furnished,1
1,8000,410,2 out of 4,Carpet Area,Delhi,Unfurnished,1
3,70000,1500,2 out of 3,Super Area,Delhi,Furnished,3
4,250000,2800,2 out of 3,Carpet Area,Delhi,Unfurnished,4
3,31500,1800,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,30000,1400,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,2
3,60000,1600,3 out of 4,Super Area,Delhi,Semi-Furnished,3
3,35000,1200,3 out of 4,Carpet Area,Delhi,Semi-Furnished,2
3,55000,1150,2 out of 4,Carpet Area,Delhi,Unfurnished,3
2,20000,110,Ground out of 2,Super Area,Delhi,Semi-Furnished,1
1,6500,300,3 out of 3,Super Area,Delhi,Furnished,1
2,17000,750,1 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,9300,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,1
2,7500,410,2 out of 4,Super Area,Delhi,Unfurnished,1
2,20000,800,2 out of 5,Super Area,Delhi,Furnished,1
3,18000,120,4 out of 5,Super Area,Delhi,Furnished,3
1,15000,650,2 out of 4,Carpet Area,Delhi,Furnished,1
2,13000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,1
2,20000,810,3 out of 3,Super Area,Delhi,Semi-Furnished,2
3,12000,700,1 out of 3,Super Area,Delhi,Furnished,2
2,40000,1125,Ground out of 2,Super Area,Delhi,Furnished,2
2,8000,600,4 out of 5,Super Area,Delhi,Unfurnished,2
3,95000,1300,1 out of 4,Carpet Area,Delhi,Furnished,3
3,68000,1450,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,18000,110,1 out of 5,Super Area,Delhi,Unfurnished,2
4,130000,3500,1 out of 3,Carpet Area,Delhi,Semi-Furnished,6
4,150000,4000,3 out of 3,Carpet Area,Delhi,Semi-Furnished,7
3,75000,2500,1 out of 3,Carpet Area,Delhi,Semi-Furnished,4
4,110000,3000,2 out of 4,Carpet Area,Delhi,Semi-Furnished,5
4,150000,3500,3 out of 3,Carpet Area,Delhi,Semi-Furnished,6
1,10000,240,4 out of 5,Super Area,Delhi,Semi-Furnished,1
3,24000,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,2
3,28000,1000,2 out of 5,Super Area,Delhi,Semi-Furnished,2
3,28000,900,2 out of 4,Carpet Area,Delhi,Unfurnished,2
2,18000,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,2
3,27000,1250,3 out of 4,Carpet Area,Delhi,Unfurnished,3
2,17000,650,2 out of 4,Carpet Area,Delhi,Unfurnished,2
3,350000,3200,1 out of 2,Super Area,Delhi,Semi-Furnished,4
2,25000,900,2 out of 3,Super Area,Delhi,Semi-Furnished,1
3,16500,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,2
2,14000,60,3 out of 3,Carpet Area,Delhi,Semi-Furnished,2
2,18000,90,3 out of 4,Super Area,Delhi,Unfurnished,2
2,10000,55,3 out of 4,Super Area,Delhi,Unfurnished,1
2,10000,50,1 out of 2,Super Area,Delhi,Unfurnished,1
4,100000,400,Ground out of 4,Carpet Area,Delhi,Unfurnished,4
2,25000,680,2 out of 4,Carpet Area,Delhi,Furnished,1
2,22999,756,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,6000,500,2 out of 3,Super Area,Delhi,Unfurnished,1
2,40000,900,Ground out of 3,Carpet Area,Delhi,Furnished,2
3,250000,2000,3 out of 6,Super Area,Delhi,Furnished,3
1,13000,40,3 out of 3,Carpet Area,Delhi,Furnished,1
1,14000,100,3 out of 3,Super Area,Delhi,Furnished,1
2,20000,950,2 out of 3,Carpet Area,Delhi,Semi-Furnished,2
1,5500,200,1 out of 4,Carpet Area,Delhi,Furnished,1
2,32000,900,Ground out of 4,Carpet Area,Delhi,Furnished,2
2,8000,750,1 out of 4,Super Area,Delhi,Semi-Furnished,1
3,25000,1400,3 out of 4,Carpet Area,Delhi,Unfurnished,3
2,28000,100,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,22000,100,1 out of 2,Super Area,Delhi,Semi-Furnished,2
1,21000,100,Ground out of 1,Super Area,Delhi,Semi-Furnished,1
2,30000,1000,2 out of 4,Super Area,Delhi,Semi-Furnished,2
1,12000,400,2 out of 4,Carpet Area,Delhi,Unfurnished,1
1,15000,70,2 out of 3,Super Area,Delhi,Unfurnished,1
1,18000,450,Ground,Carpet Area,Delhi,Furnished,1
2,18000,900,3 out of 4,Carpet Area,Delhi,Unfurnished,1
1,10000,42,Ground out of 3,Super Area,Delhi,Semi-Furnished,1
1,16000,400,2 out of 4,Carpet Area,Delhi,Furnished,1
2,20000,900,3 out of 3,Carpet Area,Delhi,Semi-Furnished,2
4,28000,1500,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,7000,70,1 out of 4,Super Area,Delhi,Semi-Furnished,1
2,30000,450,Ground out of 1,Carpet Area,Delhi,Furnished,1
2,15000,900,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,1
1,8000,500,1 out of 5,Carpet Area,Delhi,Unfurnished,1
1,9000,400,2 out of 3,Carpet Area,Delhi,Unfurnished,2
3,33500,150,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,9500,450,1 out of 3,Carpet Area,Delhi,Unfurnished,1
2,10000,540,1 out of 4,Super Area,Delhi,Unfurnished,1
1,20000,400,3 out of 4,Carpet Area,Delhi,Furnished,1
1,10000,450,2 out of 4,Carpet Area,Delhi,Unfurnished,1
1,15000,700,4 out of 5,Super Area,Delhi,Unfurnished,1
3,55000,1450,Ground out of 4,Carpet Area,Delhi,Furnished,2
2,20000,1000,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,16000,550,1 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,23000,900,2 out of 3,Carpet Area,Delhi,Furnished,2
3,150000,300,2 out of 2,Super Area,Delhi,Semi-Furnished,3
2,25000,1100,Ground out of 3,Super Area,Delhi,Unfurnished,2
1,9000,600,1 out of 4,Carpet Area,Delhi,Semi-Furnished,1
1,11000,450,3 out of 4,Super Area,Delhi,Semi-Furnished,1
2,11500,550,2 out of 4,Carpet Area,Delhi,Unfurnished,1
3,16000,1000,1 out of 4,Super Area,Delhi,Unfurnished,2
3,23000,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,2
4,30000,1950,2 out of 4,Carpet Area,Delhi,Semi-Furnished,4
3,110000,1750,4 out of 4,Carpet Area,Delhi,Semi-Furnished,4
1,3500,25,3 out of 4,Super Area,Delhi,Unfurnished,1
2,12100,700,3 out of 4,Carpet Area,Delhi,Unfurnished,1
2,19000,1800,1 out of 2,Carpet Area,Delhi,Unfurnished,1
2,40000,1000,3 out of 3,Super Area,Delhi,Furnished,2
2,8000,200,2 out of 3,Super Area,Delhi,Unfurnished,1
3,42000,1700,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,13000,70,Ground out of 4,Super Area,Delhi,Semi-Furnished,2
3,44000,1700,3 out of 4,Carpet Area,Delhi,Semi-Furnished,3
1,11000,450,1 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,40000,1350,2 out of 3,Carpet Area,Delhi,Semi-Furnished,3
4,150000,2550,3 out of 4,Super Area,Delhi,Semi-Furnished,4
2,13000,650,2 out of 4,Carpet Area,Delhi,Unfurnished,2
2,17500,650,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
3,14500,1250,1 out of 4,Carpet Area,Delhi,Unfurnished,3
3,24000,1250,2 out of 4,Carpet Area,Delhi,Unfurnished,2
3,30000,1000,3 out of 4,Carpet Area,Delhi,Unfurnished,2
1,10000,500,2 out of 3,Super Area,Delhi,Semi-Furnished,1
1,10000,500,3 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,90000,1550,2 out of 4,Carpet Area,Delhi,Semi-Furnished,3
4,280000,3800,1 out of 4,Carpet Area,Delhi,Semi-Furnished,5
2,32000,1150,1 out of 4,Super Area,Delhi,Unfurnished,2
3,80000,2000,3 out of 4,Carpet Area,Delhi,Unfurnished,3
1,5500,30,2 out of 3,Carpet Area,Delhi,Furnished,1
1,6000,50,3 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,30000,1205,2 out of 4,Super Area,Delhi,Furnished,2
3,42000,1450,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,5500,200,2 out of 4,Super Area,Delhi,Unfurnished,1
2,7000,350,2 out of 4,Super Area,Delhi,Semi-Furnished,2
2,10000,700,Ground out of 1,Super Area,Delhi,Unfurnished,1
1,17000,400,3 out of 4,Carpet Area,Delhi,Furnished,1
1,18000,700,1 out of 5,Super Area,Delhi,Semi-Furnished,1
2,14000,1000,1 out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,17000,450,1 out of 4,Carpet Area,Delhi,Furnished,1
3,27000,1200,10 out of 10,Super Area,Delhi,Semi-Furnished,2
3,25000,1200,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,23000,900,3 out of 4,Super Area,Delhi,Semi-Furnished,2
2,24500,84,1 out of 4,Carpet Area,Delhi,Furnished,2
1,10000,200,1 out of 2,Carpet Area,Delhi,Unfurnished,1
2,35000,1300,2 out of 3,Super Area,Delhi,Unfurnished,2
2,27000,1300,Ground out of 2,Carpet Area,Delhi,Furnished,2
1,7000,200,1 out of 4,Carpet Area,Delhi,Unfurnished,1
1,5000,300,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,1
2,5000,550,3 out of 4,Carpet Area,Delhi,Unfurnished,1
2,12000,950,2 out of 2,Super Area,Delhi,Semi-Furnished,1
2,30000,750,2 out of 4,Carpet Area,Delhi,Furnished,2
2,25000,950,Ground out of 4,Carpet Area,Delhi,Semi-Furnished,2
1,6000,350,1 out of 4,Carpet Area,Delhi,Semi-Furnished,1
3,45000,2000,3 out of 4,Super Area,Delhi,Unfurnished,3
3,40000,180,Ground out of 4,Carpet Area,Delhi,Unfurnished,3
2,8500,60,2 out of 5,Super Area,Delhi,Semi-Furnished,1
2,16500,950,2 out of 4,Carpet Area,Delhi,Unfurnished,1
3,100000,1400,1 out of 4,Carpet Area,Delhi,Semi-Furnished,3
3,52000,200,2 out of 3,Carpet Area,Delhi,Unfurnished,2
1,12500,450,2 out of 3,Carpet Area,Delhi,Furnished,1
2,14000,600,3 out of 4,Super Area,Delhi,Unfurnished,2
1,15000,350,1 out of 3,Super Area,Delhi,Unfurnished,1
1,5000,300,1 out of 3,Carpet Area,Delhi,Furnished,1
2,40000,95,3 out of 3,Carpet Area,Delhi,Semi-Furnished,2
1,17000,550,3 out of 3,Super Area,Delhi,Furnished,1
3,15000,900,1 out of 3,Super Area,Delhi,Furnished,3
1,6000,25,4 out of 6,Super Area,Delhi,Semi-Furnished,1
3,85000,325,1 out of 3,Carpet Area,Delhi,Unfurnished,3
2,18000,80,2 out of 4,Super Area,Delhi,Semi-Furnished,2
2,7500,77,3 out of 4,Super Area,Delhi,Unfurnished,1
2,10000,60,3 out of 4,Super Area,Delhi,Semi-Furnished,1
1,9000,100,1 out of 1,Super Area,Delhi,Furnished,1
3,24000,1300,3 out of 4,Super Area,Delhi,Semi-Furnished,2
2,12000,500,1 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,10500,500,2 out of 3,Carpet Area,Delhi,Semi-Furnished,2
2,31000,1200,3 out of 4,Super Area,Delhi,Semi-Furnished,2
1,9000,250,Ground out of 3,Super Area,Delhi,Semi-Furnished,1
2,9000,700,4 out of 5,Super Area,Delhi,Semi-Furnished,1
3,27000,1050,Ground out of 4,Carpet Area,Delhi,Unfurnished,2
2,12500,500,2 out of 4,Carpet Area,Delhi,Semi-Furnished,2
2,15000,1100,1 out of 2,Super Area,Chennai,Semi-Furnished,2
2,6500,1000,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
3,90000,2400,1 out of 3,Carpet Area,Chennai,Semi-Furnished,3
3,200000,3000,1 out of 1,Super Area,Chennai,Furnished,4
1,15000,650,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,1
2,15000,1000,17 out of 31,Carpet Area,Chennai,Semi-Furnished,2
2,7600,700,1 out of 3,Super Area,Chennai,Unfurnished,2
3,29000,1200,1 out of 3,Carpet Area,Chennai,Semi-Furnished,3
3,20000,1710,15 out of 29,Super Area,Chennai,Semi-Furnished,3
2,12000,600,1 out of 3,Super Area,Chennai,Furnished,2
2,10500,1080,1 out of 2,Super Area,Chennai,Unfurnished,2
2,29000,1300,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,26000,1027,15 out of 19,Super Area,Chennai,Semi-Furnished,2
3,25000,1350,Ground out of 2,Super Area,Chennai,Furnished,3
2,10000,950,1 out of 2,Super Area,Chennai,Unfurnished,2
2,14000,1300,1 out of 2,Super Area,Chennai,Unfurnished,2
2,6000,600,1 out of 3,Super Area,Chennai,Unfurnished,1
3,40000,1428,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,23000,920,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,10000,600,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,10000,810,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
2,15000,1200,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
1,11000,550,3 out of 4,Super Area,Chennai,Semi-Furnished,1
2,20000,600,1 out of 2,Super Area,Chennai,Unfurnished,1
2,15000,850,Ground out of 2,Super Area,Chennai,Furnished,1
4,22000,2117,20 out of 20,Carpet Area,Chennai,Semi-Furnished,4
2,6000,900,1 out of 1,Super Area,Chennai,Unfurnished,2
2,20000,1000,Ground out of 1,Super Area,Chennai,Semi-Furnished,2
1,6500,500,2 out of 3,Super Area,Chennai,Unfurnished,1
2,12000,800,1 out of 3,Super Area,Chennai,Semi-Furnished,1
2,27000,1550,2 out of 3,Super Area,Chennai,Semi-Furnished,3
2,15000,1500,Ground out of 1,Super Area,Chennai,Unfurnished,2
3,20000,1700,Ground out of 1,Carpet Area,Chennai,Furnished,6
2,22000,700,3 out of 4,Super Area,Chennai,Semi-Furnished,2
1,7000,400,1 out of 3,Super Area,Chennai,Unfurnished,1
2,7000,450,1 out of 2,Super Area,Chennai,Semi-Furnished,1
1,6500,500,1 out of 3,Super Area,Chennai,Furnished,1
2,9000,770,1 out of 2,Super Area,Chennai,Semi-Furnished,2
1,4500,150,Ground out of 2,Super Area,Chennai,Semi-Furnished,1
2,12000,850,Ground out of 2,Super Area,Chennai,Unfurnished,2
2,18000,1100,Ground out of 3,Carpet Area,Chennai,Semi-Furnished,2
2,8000,650,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
1,5000,550,1 out of 1,Super Area,Chennai,Unfurnished,1
2,14000,1000,1 out of 3,Super Area,Chennai,Unfurnished,2
1,6500,250,Ground out of 5,Super Area,Chennai,Semi-Furnished,1
2,10000,790,2 out of 2,Carpet Area,Chennai,Semi-Furnished,2
2,13000,600,1 out of 3,Super Area,Chennai,Semi-Furnished,2
2,11200,700,1 out of 2,Super Area,Chennai,Unfurnished,2
1,8900,550,Ground out of 1,Carpet Area,Chennai,Unfurnished,1
1,12000,500,Ground out of 2,Super Area,Chennai,Unfurnished,1
3,45000,1800,2 out of 4,Carpet Area,Chennai,Unfurnished,3
3,35000,1550,3 out of 4,Carpet Area,Chennai,Semi-Furnished,2
3,34999,1462,3 out of 4,Carpet Area,Chennai,Semi-Furnished,3
2,11000,970,Ground out of 2,Carpet Area,Chennai,Semi-Furnished,2
3,150000,2300,11 out of 18,Carpet Area,Chennai,Semi-Furnished,3
2,15000,700,1 out of 2,Super Area,Chennai,Unfurnished,1
2,15000,674,Ground out of 3,Carpet Area,Chennai,Unfurnished,2
2,10000,750,Ground out of 1,Carpet Area,Chennai,Unfurnished,2
2,12000,1000,Ground out of 2,Super Area,Chennai,Semi-Furnished,2
2,10000,1030,1 out of 2,Carpet Area,Chennai,Semi-Furnished,2
